#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","XYL1981/18","SAMN14052385","PRJNA605219","GCA_014856675.1","Scaffold",2.50995,51.8,,"JAAGVE01",121,2160,"2020-10-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/856/675/GCA_014856675.1_ASM1485667v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/856/675/GCF_014856675.1_ASM1485667v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","XYL1966/18","SAMN14052500","PRJNA605223","GCA_014856865.1","Scaffold",2.51498,51.8,,"JAAGVO01",119,2170,"2020-10-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/856/865/GCA_014856865.1_ASM1485686v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/856/865/GCF_014856865.1_ASM1485686v1"
"Xylella fastidiosa subsp. fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","XYL2055","SAMN09767242","PRJNA484623","GCA_003973695.1","Contig",2.45678,51.5,,"QTJS01",135,2141,"2018-12-27T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/973/695/GCF_003973695.1_ASM397369v1"
"Xylella fastidiosa subsp. fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","XYL1732","SAMN09767243","PRJNA484624","GCA_003973705.1","Contig",2.44411,51.4,,"QTJT01",135,2123,"2018-12-27T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/973/705/GCF_003973705.1_ASM397370v1"
"Xylella fastidiosa subsp. fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","TPD3","SAMN12097273","PRJNA549761","GCA_007845655.1","Contig",2.42208,51.5,,"VJWG01",377,2111,"2019-08-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/845/655/GCF_007845655.1_ASM784565v1"
"Xylella fastidiosa subsp. fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","TPD4","SAMN12097274","PRJNA549761","GCA_007845705.1","Contig",2.42718,51.5,,"VJWH01",393,2136,"2019-08-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/845/705/GCF_007845705.1_ASM784570v1"
"Xylella fastidiosa subsp. pauca","Bacteria;Proteobacteria;Gammaproteobacteria","PD7211","SAMN10499944","PRJNA433735","GCA_006370175.1","Contig",2.65166,52.2,,"RRTZ01",3,2316,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/175/GCF_006370175.1_ASM637017v1"
"Xylella fastidiosa subsp. pauca","Bacteria;Proteobacteria;Gammaproteobacteria","PD7202","SAMN10499946","PRJNA433735","GCA_006370235.1","Contig",2.62998,52.1,,"RRUA01",3,2325,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/235/GCF_006370235.1_ASM637023v1"
"Xylella fastidiosa subsp. pauca","Bacteria;Proteobacteria;Gammaproteobacteria","CFBP8072","SAMN04075656","PRJNA295541","GCA_001469345.1","Scaffold",2.49666,51.9,,"LKDK01",278,2171,"2015-12-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/469/345/GCF_001469345.1_XYFPCFBP8072"
"Xylella fastidiosa 6c","Bacteria;Proteobacteria;Gammaproteobacteria","6c","SAMN02471371","PRJNA170939","GCA_000506905.2","Contig",2.60398,52.3559,"plasmid pXF6c:NZ_CM007617.1/CM007617.1","AXBS02",19,2292,"2013-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/506/905/GCA_000506905.2_ASM50690v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/506/905/GCF_000506905.2_ASM50690v2"
"Xylella fastidiosa subsp. pauca 11399","Bacteria;Proteobacteria;Gammaproteobacteria","11399","SAMN02786837","PRJNA233654","GCA_001684415.1","Contig",2.73606,52.6387,"plasmid pXF51:NZ_CM004499.1/CM004499.1","JNBT01",36,2393,"2016-07-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/684/415/GCF_001684415.1_ASM168441v1"
"Xylella fastidiosa Mul-MD","Bacteria;Proteobacteria;Gammaproteobacteria","Mul-MD","SAMN02630185","PRJNA219739","GCA_000567985.1","Contig",2.52055,51.6,,"AXDP01",101,2193,"2014-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/567/985/GCA_000567985.1_Xylella_fastidiosa_Mul-MD","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/567/985/GCF_000567985.1_Xylella_fastidiosa_Mul-MD"
"Xylella fastidiosa 32","Bacteria;Proteobacteria;Gammaproteobacteria","32","SAMN02471372","PRJNA171052","GCA_000506405.1","Contig",2.60755,52.5,,"AWYH01",56,2259,"2013-12-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/506/405/GCA_000506405.1_X._fastidiosa_32","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/506/405/GCF_000506405.1_X._fastidiosa_32"
"Xylella fastidiosa subsp. sandyi","Bacteria;Proteobacteria;Gammaproteobacteria","RAAR8_Xf70 (ACR48)","SAMN26366571","PRJNA812033","GCA_022836755.1","Contig",2.63665,51.6,,"JAKXMQ01",301,2375,"2022-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/836/755/GCA_022836755.1_ASM2283675v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/836/755/GCF_022836755.1_ASM2283675v1"
"Xylella fastidiosa subsp. sandyi","Bacteria;Proteobacteria;Gammaproteobacteria","CFBP8356","SAMN07999364","PRJNA417589","GCA_004016415.1","Scaffold",2.53615,51.6,,"PHFV01",196,2197,"2019-01-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/016/415/GCF_004016415.1_ASM401641v1"
"Xylella fastidiosa EB92.1","Bacteria;Proteobacteria;Gammaproteobacteria","EB92.1","SAMN02471770","PRJNA61791","GCA_000219235.2","Contig",2.47543,51.5,,"AFDJ01",168,2139,"2011-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/235/GCA_000219235.2_ASM21923v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/235/GCF_000219235.1_ASM21923v2"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","Fb7","SAMN03154693","PRJNA266022","GCA_001456335.3","Complete",2.69932,52.462,"chromosome:CP010051.2; plasmid unnamed:CP014330.2",,2,2150,"2015-12-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/456/335/GCF_001456335.2_ASM145633v3"
"Xylella fastidiosa subsp. fastidiosa GB514","Bacteria;Proteobacteria;Gammaproteobacteria","GB514","SAMN02603754","PRJNA49399","GCA_000148405.1","Complete",2.51738,51.774,"chromosome:CP002165.1; plasmid unnamed:CP002166.1",,2,2216,"2010-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/405/GCA_000148405.1_ASM14840v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/405/GCF_000148405.1_ASM14840v1"
"Xylella fastidiosa subsp. fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","MAG_669","SAMN22645440","PRJNA763353","GCA_020792795.1"," Chromosome",2.52385,51.7,"chromosome:CP086256.1",,1,0,"2021-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/792/795/GCA_020792795.1_ASM2079279v1",
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","BB08-1","SAMN08537148","PRJNA433735","GCA_006369965.1","Contig",2.88868,51.7,,"PUIZ01",98,2357,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/965/GCF_006369965.1_ASM636996v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","BBI64","SAMN08537147","PRJNA433735","GCA_006369955.1","Contig",2.92703,51.8,,"PUJA01",104,2378,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/369/955/GCF_006369955.1_ASM636995v1"
"Xylella fastidiosa","Bacteria;Proteobacteria;Gammaproteobacteria","CCPM1","SAMN08537146","PRJNA433735","GCA_006370015.1","Contig",2.8222,51.8,,"PUJB01",88,2336,"2019-06-17T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/370/015/GCF_006370015.1_ASM637001v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","P5A2","SAMN25524827","PRJNA802263","GCA_022548865.1","Contig",2.46112,51.9,,"JAKZEN01",51,2063,"2022-03-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/548/865/GCA_022548865.1_ASM2254886v1",
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","CFBP8416","SAMN04546448","PRJNA314983","GCA_001971475.1","Contig",2.46675,51.8,,"LUYC01",128,1815,"2017-01-25T00:00:00Z",,
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","IVIA6629","SAMN11866308","PRJNA544690","GCA_009669365.1","Contig",2.7317,53.2,,"VCPM01",1099,2955,"2019-11-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/669/365/GCF_009669365.1_ASM966936v1"
"Xylella fastidiosa subsp. multiplex","Bacteria;Proteobacteria;Gammaproteobacteria","IVIA6902","SAMN11866375","PRJNA544690","GCA_009669405.1","Contig",2.87011,53.5,,"VCPO01",1584,3233,"2019-11-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/669/405/GCF_009669405.1_ASM966940v1"
"Xylella fastidiosa subsp. multiplex Griffin-1","Bacteria;Proteobacteria;Gammaproteobacteria","Griffin-1","SAMN02472062","PRJNA207361","GCA_000466025.1","Contig",2.38731,51.7,,"AVGA01",84,2053,"2013-09-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/025/GCA_000466025.1_Red_Oak_Large_Contigs","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/025/GCF_000466025.1_Red_Oak_Large_Contigs"
"Xylella fastidiosa subsp. fastidiosa Mus-1","Bacteria;Proteobacteria;Gammaproteobacteria","Mus-1","SAMN02343735","PRJNA217688","GCA_009812445.1","Contig",2.4382,51.5,,"AWPK01",87,2137,"2019-12-31T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/812/445/GCF_009812445.1_ASM981244v1"
